time,LFP power,stage (number),wake (0) vs sleep (1),stage (full),LFP freq band,LFP freq (Hz)
1658382633.0,0.4001127616888276,0,0,wake,alpha,7.81
1658383233.0,0.4001263066259506,2,1,light,alpha,7.81
1658383833.0,0.3501339971953329,2,1,light,alpha,7.81
1658384433.0,0.20019803956281818,2,1,light,alpha,7.81
1658385033.0,0.30013244461415933,2,1,light,alpha,7.81
1658385633.0,0.3501205150987863,0,0,wake,alpha,7.81
1658386233.0,0.10017129377563923,2,1,light,alpha,7.81
1658386833.0,0.2501224699992944,2,1,light,alpha,7.81
1658387433.0,0.20011372287035464,2,1,light,alpha,7.81
1658388033.0,0.10014744368221959,3,1,deep,alpha,7.81
1658388633.0,0.20011543841808965,2,1,light,alpha,7.81
1658389233.0,0.20012619742299342,2,1,light,alpha,7.81
1658389833.0,0.3000792312140862,2,1,light,alpha,7.81
1658390433.0,0.20012494340438047,2,1,light,alpha,7.81
1658391033.0,0.20012854416940667,3,1,deep,alpha,7.81
1658391633.0,0.25011653854711335,2,1,light,alpha,7.81
1658392233.0,0.10017016334349314,2,1,light,alpha,7.81
1658392833.0,0.3000936608068788,2,1,light,alpha,7.81
1658393434.0,0.20015447428590427,2,1,light,alpha,7.81
1658394034.0,0.30010737331887216,2,1,light,alpha,7.81
1658394634.0,0.20014294862596874,2,1,light,alpha,7.81
1658395234.0,0.30009974028352865,0,0,wake,alpha,7.81
1658395834.0,0.20010341352468625,2,1,light,alpha,7.81
1658396434.0,0.30011370136491294,2,1,light,alpha,7.81
1658397034.0,0.5500517112310064,0,0,wake,alpha,7.81
1658397634.0,0.3001389025307246,2,1,light,alpha,7.81
1658398234.0,0.10016640687348326,2,1,light,alpha,7.81
1658398834.0,0.3000772279961571,2,1,light,alpha,7.81
1658399434.0,0.3500660902720464,2,1,light,alpha,7.81
1658400034.0,0.15016997873184432,2,1,light,alpha,7.81
1658400634.0,0.25011550307406044,2,1,light,alpha,7.81
1658401234.0,0.3000892305462445,2,1,light,alpha,7.81
1658401834.0,0.15015575651295374,0,0,wake,alpha,7.81
1658402434.0,0.20012769163225386,0,0,wake,alpha,7.81
1658403034.0,0.25010348097357155,0,0,wake,alpha,7.81
1658403634.0,0.40008763872462205,0,0,wake,alpha,7.81
1658404234.0,0.3500561272477767,0,0,wake,alpha,7.81
1658404834.0,0.2500929796150309,3,1,deep,alpha,7.81
1658405434.0,0.10015532249403959,3,1,deep,alpha,7.81
1658406034.0,0.20014242006689856,3,1,deep,alpha,7.81
1658406634.0,0.3500858054555407,3,1,deep,alpha,7.81
1658407234.0,0.2501363507843867,2,1,light,alpha,7.81
1658407834.0,0.5500095891926632,2,1,light,alpha,7.81
1658408434.0,0.5000549401194662,2,1,light,alpha,7.81
1658409034.0,0.4000921953646378,2,1,light,alpha,7.81
1658409634.0,0.2001591775539315,2,1,light,alpha,7.81
1658410235.0,0.3500947602376739,0,0,wake,alpha,7.81
1658410835.0,0.3501015644756379,2,1,light,alpha,7.81
1658411435.0,0.4000888843644915,2,1,light,alpha,7.81
1658412035.0,0.35010990062720815,2,1,light,alpha,7.81
1658412635.0,0.4500793965546249,2,1,light,alpha,7.81
1658413235.0,0.3001114230449051,2,1,light,alpha,7.81
1658413835.0,0.20012180696139079,0,0,wake,alpha,7.81
1658414435.0,0.4500688665687106,0,0,wake,alpha,7.81
1658415035.0,0.4500872013542105,0,0,wake,alpha,7.81
1658415635.0,0.2001220164299787,0,0,wake,alpha,7.81
1658416235.0,0.4500662544954193,0,0,wake,alpha,7.81
1658416835.0,0.3500977842658547,0,0,wake,alpha,7.81
1658417435.0,0.35007221234064245,0,0,wake,alpha,7.81
1658418035.0,0.15018176273637163,0,0,wake,alpha,7.81
1658418635.0,0.3501597743997613,0,0,wake,alpha,7.81
1658419235.0,0.5500602463777351,0,0,wake,alpha,7.81
1658419835.0,0.50007169202067,0,0,wake,alpha,7.81
1658420435.0,0.4001121269990062,0,0,wake,alpha,7.81
1658421035.0,0.5500345117652529,0,0,wake,alpha,7.81
1658421635.0,0.3001605252748261,0,0,wake,alpha,7.81
1658422235.0,0.3001545617041283,0,0,wake,alpha,7.81
1658422835.0,0.500043217559058,0,0,wake,alpha,7.81
1658423435.0,0.4001039430612765,0,0,wake,alpha,7.81
1658424035.0,0.3501382668633832,0,0,wake,alpha,7.81
1658424635.0,0.30010670790699123,0,0,wake,alpha,7.81
1658425235.0,0.2501330090621809,0,0,wake,alpha,7.81
1658425835.0,0.25011142611711107,0,0,wake,alpha,7.81
1658426435.0,0.3500801951885278,0,0,wake,alpha,7.81
1658427036.0,0.4000869747091984,0,0,wake,alpha,7.81
1658427636.0,0.500042996918812,0,0,wake,alpha,7.81
1658428236.0,0.4501032480445018,0,0,wake,alpha,7.81
1658428836.0,0.5500792884688336,0,0,wake,alpha,7.81
1658429436.0,0.6000665259667093,0,0,wake,alpha,7.81
1658430036.0,0.6000677003872589,0,0,wake,alpha,7.81
1658430636.0,0.550107670764267,0,0,wake,alpha,7.81
1658431236.0,0.5001367648339621,0,0,wake,alpha,7.81
1658431836.0,0.40015408914299394,0,0,wake,alpha,7.81
1658432436.0,0.5001494481569602,0,0,wake,alpha,7.81
1658433036.0,0.45028141783600784,0,0,wake,alpha,7.81
1658433636.0,0.3501144726282536,0,0,wake,alpha,7.81
1658434236.0,0.3501559111007716,0,0,wake,alpha,7.81
1658434836.0,0.40013422663325954,0,0,wake,alpha,7.81
1658435436.0,0.5000914127899934,0,0,wake,alpha,7.81
1658436036.0,0.3001664162297468,0,0,wake,alpha,7.81
1658436636.0,0.500089488471899,0,0,wake,alpha,7.81
1658437236.0,0.45012318177355615,0,0,wake,alpha,7.81
1658437836.0,0.4501144706732135,0,0,wake,alpha,7.81
1658438436.0,0.45010624065239446,0,0,wake,alpha,7.81
1658439036.0,0.4500994112781999,0,0,wake,alpha,7.81
1658439636.0,0.45008973033829525,0,0,wake,alpha,7.81
1658440236.0,0.30016114041424596,0,0,wake,alpha,7.81
1658440836.0,0.3001729125488866,0,0,wake,alpha,7.81
1658441436.0,0.6000341302531315,0,0,wake,alpha,7.81
1658442036.0,0.4001436408498289,0,0,wake,alpha,7.81
1658442636.0,0.3501677167503863,0,0,wake,alpha,7.81
1658443236.0,0.5500673892565829,0,0,wake,alpha,7.81
1658443837.0,0.5500790091773831,0,0,wake,alpha,7.81
1658444437.0,0.5001014798503284,0,0,wake,alpha,7.81
1658445037.0,0.45012920888305896,0,0,wake,alpha,7.81
1658445637.0,0.5001021724931257,0,0,wake,alpha,7.81
1658446237.0,0.4001546630869248,0,0,wake,alpha,7.81
1658446837.0,0.4501324312081697,0,0,wake,alpha,7.81
1658447437.0,0.5500748665869427,0,0,wake,alpha,7.81
1658448037.0,0.5001237107515635,0,0,wake,alpha,7.81
1658448637.0,0.5001023805652564,0,0,wake,alpha,7.81
1658449237.0,0.5500915758962005,0,0,wake,alpha,7.81
1658449837.0,0.600082829605135,0,0,wake,alpha,7.81
1658450437.0,0.45016096362275776,0,0,wake,alpha,7.81
1658451037.0,0.5001230991032868,0,0,wake,alpha,7.81
1658451637.0,0.5501195322721718,0,0,wake,alpha,7.81
1658452237.0,0.5001466664141128,0,0,wake,alpha,7.81
1658452837.0,0.5001451386898782,0,0,wake,alpha,7.81
1658453437.0,0.5001373715946384,0,0,wake,alpha,7.81
1658454037.0,0.5501133683098581,0,0,wake,alpha,7.81
1658454637.0,0.4001916133458325,0,0,wake,alpha,7.81
1658455237.0,0.6500756606125366,0,0,wake,alpha,7.81
1658455837.0,0.650053802565388,0,0,wake,alpha,7.81
1658456437.0,0.650051208646041,0,0,wake,alpha,7.81
1658457037.0,0.5501072252944034,0,0,wake,alpha,7.81
1658457637.0,0.5501144582447439,0,0,wake,alpha,7.81
1658458237.0,0.4501805642967573,0,0,wake,alpha,7.81
1658458837.0,0.6500651808990834,0,0,wake,alpha,7.81
1658459437.0,0.7000987563397484,0,0,wake,alpha,7.81
1658460037.0,0.4503349677822789,0,0,wake,alpha,7.81
1658460638.0,0.600088191302757,0,0,wake,alpha,7.81
1658461238.0,0.6502269353355834,0,0,wake,alpha,7.81
1658461838.0,0.6002330060145525,0,0,wake,alpha,7.81
1658462438.0,0.7000477640049357,0,0,wake,alpha,7.81
1658463038.0,0.5501146684115605,0,0,wake,alpha,7.81
1658463638.0,0.5001470308894557,0,0,wake,alpha,7.81
1658464238.0,0.45007800289028665,0,0,wake,alpha,7.81
1658464838.0,0.550100772963667,0,0,wake,alpha,7.81
1658465438.0,0.30016634919979873,0,0,wake,alpha,7.81
1658466038.0,0.2501490166516691,0,0,wake,alpha,7.81
1658466638.0,0.45007110578791537,0,0,wake,alpha,7.81
1658467238.0,0.5500319597396235,0,0,wake,alpha,7.81
1658467838.0,0.4001122191651849,3,1,deep,alpha,7.81
1658468438.0,0.4500917195916518,3,1,deep,alpha,7.81
1658469038.0,0.35016809798321635,3,1,deep,alpha,7.81
1658469638.0,0.6500499008638239,3,1,deep,alpha,7.81
1658470238.0,0.500130702813028,3,1,deep,alpha,7.81
1658470838.0,0.3001559888834406,2,1,light,alpha,7.81
1658471438.0,0.6000770762012537,2,1,light,alpha,7.81
1658472038.0,0.5501036350028066,2,1,light,alpha,7.81
1658472638.0,0.4501551794968169,2,1,light,alpha,7.81
1658473238.0,0.4000869251349659,3,1,deep,alpha,7.81
1658473838.0,0.4001072764047388,3,1,deep,alpha,7.81
1658474438.0,0.4501256241772912,2,1,light,alpha,7.81
1658475038.0,0.45011300788424125,2,1,light,alpha,7.81
1658475638.0,0.3501652771395658,2,1,light,alpha,7.81
1658476238.0,0.5001410756975013,2,1,light,alpha,7.81
1658476838.0,0.7000338950897301,2,1,light,alpha,7.81
1658477439.0,0.5000913171326715,2,1,light,alpha,7.81
1658478039.0,0.30012527310793785,2,1,light,alpha,7.81
1658478639.0,0.35010149674746116,2,1,light,alpha,7.81
1658479239.0,0.3001296838181706,2,1,light,alpha,7.81
1658479839.0,0.6001071000321878,2,1,light,alpha,7.81
1658480439.0,0.40012119279949104,0,0,wake,alpha,7.81
1658481039.0,0.3501166999775718,2,1,light,alpha,7.81
1658481639.0,0.6000533734340743,2,1,light,alpha,7.81
1658482239.0,0.4001324880439799,4,1,rem,alpha,7.81
1658482839.0,0.3001737965063276,4,1,rem,alpha,7.81
1658483439.0,0.6000270879192059,2,1,light,alpha,7.81
1658484039.0,0.5000747795876559,2,1,light,alpha,7.81
1658484639.0,0.5001010280964071,0,0,wake,alpha,7.81
1658485239.0,0.8500087622106781,2,1,light,alpha,7.81
1658485839.0,0.6001062125836036,2,1,light,alpha,7.81
1658486439.0,0.6000331806621996,2,1,light,alpha,7.81
1658487039.0,0.5500649957288517,0,0,wake,alpha,7.81
1658487639.0,0.40013210820760714,0,0,wake,alpha,7.81
1658488239.0,0.5000810608523787,0,0,wake,alpha,7.81
1658488839.0,0.6001025147647984,0,0,wake,alpha,7.81
1658489439.0,0.6501116577893693,3,1,deep,alpha,7.81
1658490039.0,0.4502094486185731,2,1,light,alpha,7.81
1658490639.0,0.5501081427668184,2,1,light,alpha,7.81
1658491239.0,0.3001440352093571,2,1,light,alpha,7.81
1658491839.0,0.5000468588213445,2,1,light,alpha,7.81
1658492439.0,0.45007107436762717,2,1,light,alpha,7.81
1658493039.0,0.450069777757068,3,1,deep,alpha,7.81
1658493639.0,0.3001447397220411,3,1,deep,alpha,7.81
1658494240.0,0.5000774035308339,2,1,light,alpha,7.81
1658494840.0,0.5501027552347373,4,1,rem,alpha,7.81
1658495440.0,0.5500727139480877,4,1,rem,alpha,7.81
1658496040.0,0.6000837149590333,0,0,wake,alpha,7.81
1658496640.0,0.6500069493298726,2,1,light,alpha,7.81
1658497240.0,0.35012018483664603,2,1,light,alpha,7.81
1658497840.0,0.4500736745710318,2,1,light,alpha,7.81
1658498440.0,0.4000877399677729,2,1,light,alpha,7.81
1658499040.0,0.45009816563833044,4,1,rem,alpha,7.81
1658499640.0,0.30014622555255804,0,0,wake,alpha,7.81
1658500240.0,0.4500791598551206,0,0,wake,alpha,7.81
1658500840.0,0.600016676632158,0,0,wake,alpha,7.81
1658501440.0,0.5501068398722015,0,0,wake,alpha,7.81
1658502040.0,0.40012684356376427,0,0,wake,alpha,7.81
1658502640.0,0.5500846913619444,0,0,wake,alpha,7.81
1658503240.0,0.6500551012706332,0,0,wake,alpha,7.81
1658503840.0,0.5001104241590322,0,0,wake,alpha,7.81
1658504440.0,0.6000177372414415,0,0,wake,alpha,7.81
1658505040.0,0.5500376970842464,0,0,wake,alpha,7.81
1658505640.0,0.5000645456506791,0,0,wake,alpha,7.81
1658506240.0,0.5000737350376309,0,0,wake,alpha,7.81
1658506840.0,0.3501427809114527,0,0,wake,alpha,7.81
1658507440.0,0.500072172401965,0,0,wake,alpha,7.81
1658508040.0,0.6001047798184623,0,0,wake,alpha,7.81
